date,time,group,subject,build,age_response,age_latency,gender_response,gender_latency,race_response,race_latency,comments_response,comments_latency,
60317,19:58:05,931242002,553555587,5.0.7.0,56,18749,Male,18749,Caucasian,18749,A hard judgment to make.,18749,
60317,20:31:14,78512036,636944079,5.0.7.0,51,17742,Male,17742,White,17742,,17742,
60317,20:11:23,341870056,137409131,5.0.7.0,25,64146,Male,64146,Asian,64146,,64146,
60317,17:08:37,811585663,94291751,5.0.7.0,41,63887,Male,63887,Hispanic,63887,"Interesting, although even paying attention it can be difficult to gain a meaningful perception to the first set of images since they appear for so short a time.",63887,
60317,18:11:26,943125605,731795154,5.0.7.0,48,15095,Female,15095,Asian,15095,,15095,
60317,18:06:42,639991910,425541484,5.0.7.0,28,12579,Female,12579,White,12579,,12579,
60417,03:35:24,680919223,928517417,5.0.7.0,34,22044,Male,22044,american,22044,nil,22044,
60317,17:05:56,735776876,642404995,5.0.7.0,33,17798,Male,17798,White,17798,no,17798,
60317,16:59:38,242506734,663370680,5.0.7.0,25,9003,Female,9003,White,9003,,9003,
60317,17:57:50,848987998,293016944,5.0.7.0,49,11587,Female,11587,white,11587,,11587,
60317,17:58:32,511231903,866949968,5.0.7.0,31,16958,Male,16958,white anglo american,16958,nope,16958,
60317,16:23:17,613517729,498952532,5.0.7.0,38,70301,Female,70301,White,70301,It's a bit too long. Or at least break it up into sections to keep people from getting bored.,70301,
60317,16:22:04,92990346,812887068,5.0.7.0,39,15788,Female,15788,WHITE,15788,no issues,15788,
60317,16:31:47,140498186,765379228,5.0.7.0,36,11184,Male,11184,white,11184,,11184,
60317,16:28:44,944947540,427715916,5.0.7.0,49,23204,Female,23204,Black,23204,N/A,23204,
60317,15:26:49,624624202,593901689,5.0.7.0,33,13986,Male,13986,White,13986,,13986,
60317,15:25:52,260712706,111950763,5.0.7.0,47,54656,Male,54656,white,54656,no comments except some of the faces were a little hard to tell the difference in expression when they changed expression - it was a subtle change if any,54656,
60317,16:28:48,163568205,209095264,5.0.7.0,32,7066,Female,7066,white,7066,,7066,
60317,14:54:08,194413659,384842657,5.0.7.0,38,22120,Female,22120,white/caucasian,22120,"No, sorry",22120,
60317,13:03:25,758567614,229001636,5.0.7.0,22,26403,Male,26403,white,26403,thanks!!,26403,
60317,14:58:20,672494155,906762147,5.0.7.0,30,11552,Female,11552,MULTI,11552,,11552,
60317,14:52:05,552394827,122525945,5.0.7.0,25,21363,Male,21363,caucasian,21363,,21363,
60317,13:52:41,109486915,796390499,5.0.7.0,40,17383,Female,17383,CAUCASIAN,17383,NO,17383,
60317,11:49:21,324042109,486170849,5.0.7.0,36,34080,Male,34080,White,34080,It would be great if there was a progress bar so you knew how many more picture there were.,34080,
60317,14:52:41,437634449,704072366,5.0.7.0,35,14668,Female,14668,Caucasian,14668,no,14668,
60317,14:06:58,599125142,85292422,5.0.7.0,30,24854,Male,24854,White,24854,Nope,24854,
60317,13:51:41,25574055,270915993,5.0.7.0,28,13983,Male,13983,white,13983,,13983,
60317,12:27:43,830597576,75279838,5.0.7.0,59,39280,Male,39280,white American,39280,all loaded fine in Chrome browser,39280,
60317,10:20:19,538826065,136094707,5.0.7.0,38,122821,Female,122821,White,122821,Seems to be color how much has to be with race,122821,
60317,12:21:08,530083472,766406563,5.0.7.0,50,17456,Male,17456,BLACK,17456,NO,17456,
60317,12:17:00,43662634,862214779,5.0.7.0,39,14351,Female,14351,White,14351,,14351,
60317,10:15:18,671212745,394320649,5.0.7.0,68,19318,Male,19318,CAUCASIAN,19318,no,19318,
60317,13:16:33,194029413,947677401,5.0.7.0,32,12467,Female,12467,white,12467,no,12467,
60317,13:16:07,360833071,545044343,5.0.7.0,64,44267,Female,44267,white,44267,This was confusing.  I had to hit the keys several times before I got the accepted notice.,44267,
60317,11:32:24,765416446,688938846,5.0.7.0,34,14930,Female,14930,White,14930,Interesting!,14930,
60317,11:51:05,302546492,761196178,5.0.7.0,28,43056,Male,43056,Caucasian,43056,"I'm not sure if this was the point, but I needed more time to analyze the first group of faces accurately.",43056,
60317,11:54:37,570446340,726043695,5.0.7.0,54,10639,Male,10639,white,10639,,10639,
60317,11:48:17,825467532,393058360,5.0.7.0,33,15331,Male,15331,white,15331,good survey,15331,
60317,09:49:19,441107045,138149271,5.0.7.0,36,10313,Male,10313,white/caucasian,10313,,10313,
60317,10:46:13,9395148,363268321,5.0.7.0,43,18917,Female,18917,BLACK,18917,No,18917,
60317,11:54:38,130115876,935417517,5.0.7.0,52,35072,Female,35072,White,35072,That was hard! But interesting,35072,
60317,11:42:56,733598730,408108084,5.0.7.0,55,67146,Female,67146,Black,67146,Photos  are very similar   is there an abilit to add no differnceas a response?,67146,
60317,09:21:47,556289455,740200581,5.0.7.0,31,12678,Male,12678,Hispanic,12678,N/A,12678,
60317,10:19:15,49806272,856071142,5.0.7.0,51,13947,Female,13947,caucasian,13947,,13947,
60317,07:10:15,38569856,256129469,5.0.7.0,29,13270,Male,13270,White,13270,,13270,
60317,10:06:51,981105012,160601803,5.0.7.0,34,17425,Female,17425,white,17425,no,17425,
60317,10:05:13,966920949,406636890,5.0.7.0,55,22523,Male,22523,white,22523,,22523,
60317,10:03:05,982581999,390081457,5.0.7.0,24,24211,Male,24211,White,24211,Great study!,24211,
60317,10:01:51,812501414,606782148,5.0.7.0,58,34448,Female,34448,white,34448,it was kind of boring,34448,
60317,10:01:32,428894225,683576036,5.0.7.0,28,13374,Male,13374,Indian,13374,no,13374,
